"","Level","Date","State.FIPS","State.Postal.Code","County.FIPS","County.Name","Population.Staying.at.Home","Population.Not.Staying.at.Home","Number.of.Trips","Number.of.Trips..1","Number.of.Trips.1.3","Number.of.Trips.3.5","Number.of.Trips.5.10","Number.of.Trips.10.25","Number.of.Trips.25.50","Number.of.Trips.50.100","Number.of.Trips.100.250","Number.of.Trips.250.500","Number.of.Trips...500","Row.ID","Week","Month"
"4652009","County","2022/11/23",12,"FL",12057,"Hillsborough County",272460,1199508,5160660,1375372,1225418,663119,851875,757332,189790,51245,33341,7677,5491,"12-12057-20221123",47,11
"4657902","County","2022/11/24",12,"FL",12057,"Hillsborough County",295732,1176236,4428315,1128589,1021815,543659,746945,675148,200615,65587,34331,6908,4718,"12-12057-20221124",47,11
"4658276","County","2022/11/25",12,"FL",12057,"Hillsborough County",283177,1188791,5470543,1469678,1294505,718895,924424,768171,190077,57338,34879,7487,5089,"12-12057-20221125",47,11
"4661426","County","2022/11/26",12,"FL",12057,"Hillsborough County",283544,1188424,5369772,1457281,1276607,699016,901770,727356,193054,60289,39555,9063,5781,"12-12057-20221126",47,11
"4666493","County","2023/01/08",12,"FL",12057,"Hillsborough County",317805,1154163,4560281,1213241,1131950,573360,747033,614633,167349,61774,35439,7171,8331,"12-12057-20230108",2,1
"4669934","County","2023/01/09",12,"FL",12057,"Hillsborough County",278638,1193330,4985555,1371696,1225923,606857,860860,669335,162183,47323,27559,5653,8166,"12-12057-20230109",2,1
"4673009","County","2023/01/10",12,"FL",12057,"Hillsborough County",302494,1169474,5239321,1425211,1265265,654737,852291,774752,177684,48812,27318,5537,7714,"12-12057-20230110",2,1
"4676208","County","2023/01/11",12,"FL",12057,"Hillsborough County",302729,1169239,5280324,1433043,1284692,658429,853562,775502,180256,51448,28505,5693,9194,"12-12057-20230111",2,1
"4679283","County","2023/01/12",12,"FL",12057,"Hillsborough County",302329,1169639,5324066,1512704,1261024,640165,840865,788286,184912,52457,28008,6285,9360,"12-12057-20230112",2,1
"4682486","County","2023/01/13",12,"FL",12057,"Hillsborough County",297521,1174447,5630430,1582000,1324172,689847,896349,830998,196671,60022,35087,6407,8877,"12-12057-20230113",2,1
"4685799","County","2023/01/14",12,"FL",12057,"Hillsborough County",306173,1165795,5508388,1566314,1294209,655942,871539,790132,210161,70353,34024,5936,9778,"12-12057-20230114",2,1
"4688976","County","2023/01/15",12,"FL",12057,"Hillsborough County",310484,1161484,4808569,1367986,1168846,581886,750026,651885,175272,62404,34239,6569,9456,"12-12057-20230115",3,1
"4691871","County","2023/01/16",12,"FL",12057,"Hillsborough County",308210,1163758,4378942,1233222,1075465,523510,711504,592182,155640,50324,23325,4868,8902,"12-12057-20230116",3,1
"4695007","County","2023/01/17",12,"FL",12057,"Hillsborough County",300256,1171712,5410851,1552633,1289852,651944,850065,790783,183958,51317,25726,5803,8770,"12-12057-20230117",3,1
"4698224","County","2023/01/18",12,"FL",12057,"Hillsborough County",298623,1173345,5450640,1538510,1294819,661476,859628,810906,192946,52323,25705,5823,8504,"12-12057-20230118",3,1
"4701315","County","2023/01/19",12,"FL",12057,"Hillsborough County",301341,1170627,5452538,1529666,1298129,664496,862826,814166,187133,52975,28402,5970,8775,"12-12057-20230119",3,1
"4704505","County","2023/01/20",12,"FL",12057,"Hillsborough County",290853,1181115,5789593,1622115,1389643,703135,910674,851881,202230,60577,32432,7184,9722,"12-12057-20230120",3,1
"4707868","County","2023/01/21",12,"FL",12057,"Hillsborough County",301420,1170548,5529081,1534459,1311867,670999,880479,809163,203038,68745,34096,6960,9275,"12-12057-20230121",3,1
"4710735","County","2023/01/01",12,"FL",12057,"Hillsborough County",317980,1153988,4808061,1301971,1171970,598764,793249,660297,171939,58760,35092,7706,8313,"12-12057-20230101",1,1
"4713921","County","2023/01/02",12,"FL",12057,"Hillsborough County",306057,1165911,5363942,1500891,1329980,671767,866086,731243,169939,52214,27940,6110,7772,"12-12057-20230102",1,1
"4717057","County","2023/01/03",12,"FL",12057,"Hillsborough County",305894,1166074,5343782,1451836,1288412,670967,876614,780314,186951,49671,26368,5259,7390,"12-12057-20230103",1,1
"4720507","County","2023/01/04",12,"FL",12057,"Hillsborough County",296291,1175677,5516244,1551960,1313390,672476,889369,804850,190217,54046,25799,6207,7930,"12-12057-20230104",1,1
"4723326","County","2023/01/05",12,"FL",12057,"Hillsborough County",296842,1175126,5514441,1557794,1306322,674871,886424,797876,190234,57147,29783,5851,8139,"12-12057-20230105",1,1
"4726485","County","2023/01/06",12,"FL",12057,"Hillsborough County",294957,1177011,5512144,1515659,1313422,684237,896314,799397,197141,61071,31444,5907,7552,"12-12057-20230106",1,1
"4729609","County","2023/01/07",12,"FL",12057,"Hillsborough County",302521,1169447,5015368,1388761,1181563,615059,869938,686424,175291,57157,29243,5398,6534,"12-12057-20230107",1,1
"4735265","County","2023/01/29",12,"FL",12057,"Hillsborough County",295834,1176134,4738719,1288619,1147889,581894,782329,664630,167781,64451,28898,5259,6969,"12-12057-20230129",5,1
"4736834","County","2023/01/30",12,"FL",12057,"Hillsborough County",292533,1179435,5642687,1595761,1359754,698222,891087,814951,190546,49555,28742,5782,8287,"12-12057-20230130",5,1
"4739951","County","2023/01/31",12,"FL",12057,"Hillsborough County",306187,1165781,5458699,1577064,1322146,652359,834926,803331,181589,48669,25329,5223,8063,"12-12057-20230131",5,1
"4744736","County","2023/02/01",12,"FL",12057,"Hillsborough County",297129,1174839,5616213,1606676,1353796,680163,871791,828408,185747,48518,26871,5814,8429,"12-12057-20230201",5,2
"4746255","County","2023/02/02",12,"FL",12057,"Hillsborough County",292656,1179312,5592364,1590939,1330048,668174,868101,839572,198743,53577,28313,6127,8770,"12-12057-20230202",5,2
"4750946","County","2023/02/03",12,"FL",12057,"Hillsborough County",280384,1191584,5854655,1639977,1389180,722786,922380,875633,198554,58442,32199,6479,9025,"12-12057-20230203",5,2
"4754138","County","2023/02/04",12,"FL",12057,"Hillsborough County",300361,1171607,5329786,1490791,1262254,649887,842748,777612,193425,64165,33417,6612,8875,"12-12057-20230204",5,2
"4757239","County","2023/02/05",12,"FL",12057,"Hillsborough County",290859,1181109,5345222,1529755,1312392,653809,833688,726077,180693,61491,32474,6638,8205,"12-12057-20230205",6,2
"4758811","County","2023/02/06",12,"FL",12057,"Hillsborough County",281297,1190671,5545059,1571073,1320953,678395,867623,832878,183920,49719,26240,5727,8531,"12-12057-20230206",6,2
"4761990","County","2023/02/07",12,"FL",12057,"Hillsborough County",280123,1191845,5682930,1619115,1372928,698348,894627,831764,183673,45965,24252,4946,7312,"12-12057-20230207",6,2
"4765130","County","2023/02/08",12,"FL",12057,"Hillsborough County",248651,1223317,5255845,1544493,1241247,637361,831162,749445,169206,47590,22625,5306,7410,"12-12057-20230208",6,2
"4769792","County","2023/02/09",12,"FL",12057,"Hillsborough County",245085,1226883,5906995,1740033,1403900,711918,908330,857488,193223,52062,25250,6637,8154,"12-12057-20230209",6,2
"4772936","County","2023/02/10",12,"FL",12057,"Hillsborough County",259390,1212578,5606496,1594105,1280268,672223,879332,857982,205083,65253,34523,7707,10020,"12-12057-20230210",6,2
"4774553","County","2023/02/11",12,"FL",12057,"Hillsborough County",288761,1183207,5971263,1685423,1413714,707506,910162,878535,232857,76956,45762,9807,10541,"12-12057-20230211",6,2
"4777690","County","2023/01/22",12,"FL",12057,"Hillsborough County",302230,1169738,5321567,1496462,1290462,658723,855826,722753,183166,66669,32499,6122,8885,"12-12057-20230122",4,1
"4782320","County","2023/01/23",12,"FL",12057,"Hillsborough County",298170,1173798,5496738,1570200,1311280,664600,859002,809517,188472,53274,26993,5268,8132,"12-12057-20230123",4,1
"4785533","County","2023/01/24",12,"FL",12057,"Hillsborough County",291287,1180681,5780224,1654851,1376181,704242,907200,841614,194876,58978,27243,5659,9380,"12-12057-20230124",4,1
"4787102","County","2023/01/25",12,"FL",12057,"Hillsborough County",291044,1180924,5586849,1593986,1321524,679089,880384,826738,192541,54364,24981,4963,8279,"12-12057-20230125",4,1
"4791792","County","2023/01/26",12,"FL",12057,"Hillsborough County",272691,1199277,5355589,1515962,1326092,647859,845528,742423,181829,58011,24578,5338,7969,"12-12057-20230126",4,1
"4794977","County","2023/01/27",12,"FL",12057,"Hillsborough County",293732,1178236,5521381,1558487,1334323,688693,875824,781294,181975,56511,30127,6150,7997,"12-12057-20230127",4,1
"4798155","County","2023/01/28",12,"FL",12057,"Hillsborough County",272089,1199879,5610526,1697028,1381055,672709,878811,706964,172416,58266,29641,6103,7533,"12-12057-20230128",4,1
"4800920","County","2023/02/19",12,"FL",12057,"Hillsborough County",303930,1168038,5012594,1366245,1186752,605330,779926,726672,218371,74652,39240,7643,7763,"12-12057-20230219",8,2
"4804056","County","2023/02/20",12,"FL",12057,"Hillsborough County",274513,1197455,5792586,1643778,1367410,701001,902213,875854,198574,55917,31628,6890,9321,"12-12057-20230220",8,2
"4807461","County","2023/02/21",12,"FL",12057,"Hillsborough County",282141,1189827,5766547,1674498,1366940,707624,892410,851788,184140,47869,27044,6123,8111,"12-12057-20230221",8,2
"4810360","County","2023/02/22",12,"FL",12057,"Hillsborough County",265998,1205970,6121637,1754664,1444977,745829,951959,922020,206181,52200,28015,6495,9297,"12-12057-20230222",8,2
"4813476","County","2023/02/23",12,"FL",12057,"Hillsborough County",266487,1205481,6182333,1739104,1463976,753684,979610,927876,211503,56438,32602,7232,10308,"12-12057-20230223",8,2
"4816644","County","2023/02/24",12,"FL",12057,"Hillsborough County",250665,1221303,6229837,1744551,1469011,770161,973972,927573,229241,61396,37117,7347,9468,"12-12057-20230224",8,2
"4819756","County","2023/02/25",12,"FL",12057,"Hillsborough County",296925,1175043,5201595,1394513,1220828,638356,818914,783955,231128,65393,33647,7016,7845,"12-12057-20230225",8,2
"4822880","County","2023/02/12",12,"FL",12057,"Hillsborough County",284860,1187108,5239832,1446446,1258818,635014,843387,743465,188699,71428,36324,7292,8959,"12-12057-20230212",7,2
"4826065","County","2023/02/13",12,"FL",12057,"Hillsborough County",279564,1192404,5884038,1673702,1389021,693276,919667,885693,213856,57636,33268,7261,10658,"12-12057-20230213",7,2
"4829189","County","2023/02/14",12,"FL",12057,"Hillsborough County",293751,1178217,5683086,1590496,1366185,690047,889757,856229,194474,50393,29015,7146,9344,"12-12057-20230214",7,2
"4832355","County","2023/02/15",12,"FL",12057,"Hillsborough County",257976,1213992,6341766,1833970,1506282,767753,968612,940455,223390,54366,31419,6490,9029,"12-12057-20230215",7,2
"4835457","County","2023/02/16",12,"FL",12057,"Hillsborough County",265370,1206598,5734186,1597539,1350564,693652,907888,875063,209707,53734,29499,7014,9526,"12-12057-20230216",7,2
"4838631","County","2023/02/17",12,"FL",12057,"Hillsborough County",249975,1221993,6128240,1720579,1435832,747128,964463,930997,212444,61603,37671,8013,9510,"12-12057-20230217",7,2
"4841740","County","2023/02/18",12,"FL",12057,"Hillsborough County",286536,1185432,5968805,1662151,1412035,721444,925108,871472,238588,78471,41223,8633,9680,"12-12057-20230218",7,2
"4845613","County","2023/02/26",12,"FL",12057,"Hillsborough County",294122,1177846,5552666,1536028,1333253,668863,862711,785599,234123,77503,37810,7403,9373,"12-12057-20230226",9,2
"4848747","County","2023/02/27",12,"FL",12057,"Hillsborough County",278468,1193500,5852939,1655876,1380333,714529,920560,873625,206482,57032,29741,5834,8927,"12-12057-20230227",9,2
"4851932","County","2023/02/28",12,"FL",12057,"Hillsborough County",261515,1210453,6178626,1731594,1450568,760047,984453,942794,214672,52684,27787,5285,8742,"12-12057-20230228",9,2
"4855051","County","2023/03/01",12,"FL",12057,"Hillsborough County",273334,1198634,5902557,1667678,1390431,726396,937786,886264,197811,51733,28990,5540,9928,"12-12057-20230301",9,3
"4858180","County","2023/03/02",12,"FL",12057,"Hillsborough County",273396,1198572,5863806,1688324,1375920,710180,914704,879478,198211,52017,28365,6103,10504,"12-12057-20230302",9,3
"4861363","County","2023/03/03",12,"FL",12057,"Hillsborough County",278197,1193771,5402107,1501160,1272630,664586,856200,815373,189712,55986,32070,6189,8201,"12-12057-20230303",9,3
"4864469","County","2023/03/04",12,"FL",12057,"Hillsborough County",278089,1193879,5567951,1604737,1300648,666610,874681,808243,198322,64605,34427,6750,8928,"12-12057-20230304",9,3
"4867950","County","2023/03/12",12,"FL",12057,"Hillsborough County",279088,1192880,5212946,1434594,1231548,632341,832438,759826,203381,64303,37442,7783,9290,"12-12057-20230312",11,3
"4871149","County","2023/03/13",12,"FL",12057,"Hillsborough County",275247,1196721,5480424,1497351,1270617,666509,880907,846329,207877,63113,31465,6901,9355,"12-12057-20230313",11,3
"4874276","County","2023/03/14",12,"FL",12057,"Hillsborough County",275655,1196313,5933670,1676630,1396042,707972,944211,891135,206669,60524,32283,7402,10802,"12-12057-20230314",11,3
"4877432","County","2023/03/15",12,"FL",12057,"Hillsborough County",264893,1207075,5925948,1679268,1381965,709260,935328,877686,223961,63917,36491,7486,10586,"12-12057-20230315",11,3
"4880532","County","2023/03/16",12,"FL",12057,"Hillsborough County",261393,1210575,6565872,1875527,1516175,785215,1024828,985717,241726,75067,41439,9277,10901,"12-12057-20230316",11,3
"4883932","County","2023/03/17",12,"FL",12057,"Hillsborough County",260524,1211444,6157460,1733410,1452279,745665,954497,900298,233258,76667,41744,8777,10865,"12-12057-20230317",11,3
"4886853","County","2023/03/18",12,"FL",12057,"Hillsborough County",282890,1189078,5622994,1583953,1282347,671189,871153,828018,239582,81426,44973,8312,12041,"12-12057-20230318",11,3
"4889968","County","2023/03/19",12,"FL",12057,"Hillsborough County",299475,1172493,5349885,1467257,1275682,663757,853510,748320,204208,73142,43671,8922,11416,"12-12057-20230319",12,3
"4893209","County","2023/03/20",12,"FL",12057,"Hillsborough County",287689,1184279,5653068,1615169,1324032,686704,881684,832580,203387,59090,32723,7157,10542,"12-12057-20230320",12,3
"4896349","County","2023/03/21",12,"FL",12057,"Hillsborough County",273230,1198738,5856553,1657870,1372723,699465,918228,893117,214761,56401,27832,5723,10433,"12-12057-20230321",12,3
"4899688","County","2023/03/22",12,"FL",12057,"Hillsborough County",276608,1195360,5926554,1685446,1382689,715932,930284,896673,215844,54168,29036,6648,9834,"12-12057-20230322",12,3
"4902578","County","2023/03/23",12,"FL",12057,"Hillsborough County",275361,1196607,5884708,1700442,1381317,708211,907766,865764,212384,58994,32284,7639,9907,"12-12057-20230323",12,3
"4905680","County","2023/03/24",12,"FL",12057,"Hillsborough County",275553,1196415,5907952,1664156,1415832,731496,909088,873486,206125,58398,32485,7171,9715,"12-12057-20230324",12,3
"4908823","County","2023/03/25",12,"FL",12057,"Hillsborough County",287259,1184709,5924620,1665519,1377900,699396,916546,884327,250513,74911,38788,7377,9343,"12-12057-20230325",12,3
"4912155","County","2023/03/26",12,"FL",12057,"Hillsborough County",279362,1192606,5356642,1483514,1295699,653231,839994,751482,221132,65187,31223,6835,8345,"12-12057-20230326",13,3
"4915147","County","2023/03/27",12,"FL",12057,"Hillsborough County",274227,1197741,5658288,1600060,1350751,689599,883833,832431,206600,55993,25810,5013,8198,"12-12057-20230327",13,3
"4918303","County","2023/03/28",12,"FL",12057,"Hillsborough County",273846,1198122,6431917,1887330,1571292,785108,965914,913329,212924,52771,26556,6238,10455,"12-12057-20230328",13,3
"4921639","County","2023/03/29",12,"FL",12057,"Hillsborough County",277994,1193974,5630799,1564176,1327207,698404,904923,848866,198086,48855,25540,5468,9274,"12-12057-20230329",13,3
"4924454","County","2023/03/30",12,"FL",12057,"Hillsborough County",265708,1206260,5840872,1644087,1375799,721398,930724,871116,198369,52610,28976,6077,11716,"12-12057-20230330",13,3
"4927660","County","2023/03/31",12,"FL",12057,"Hillsborough County",260140,1211828,5902102,1638643,1380062,740312,955403,866441,213000,59823,32748,5917,9753,"12-12057-20230331",13,3
"4930798","County","2023/04/01",12,"FL",12057,"Hillsborough County",278922,1193046,5703720,1636869,1324666,685264,898973,807149,225626,71881,35882,6525,10885,"12-12057-20230401",13,4
"4933968","County","2023/03/05",12,"FL",12057,"Hillsborough County",306264,1165704,5398545,1521879,1290669,654153,848830,764648,194227,67392,38947,7001,10799,"12-12057-20230305",10,3
"4937099","County","2023/03/06",12,"FL",12057,"Hillsborough County",283361,1188607,5974266,1716585,1401317,721815,932740,875240,216634,59768,32064,6439,11664,"12-12057-20230306",10,3
"4940373","County","2023/03/07",12,"FL",12057,"Hillsborough County",276183,1195785,6137332,1756612,1434215,757065,945498,930860,209972,54683,30141,6330,11956,"12-12057-20230307",10,3
"4943399","County","2023/03/08",12,"FL",12057,"Hillsborough County",263337,1208631,6470779,1792286,1509846,807608,1038841,997490,220700,58326,28707,6486,10489,"12-12057-20230308",10,3
"4946540","County","2023/03/09",12,"FL",12057,"Hillsborough County",259343,1212625,6395259,1775279,1524789,812598,1017423,956752,215360,52174,28457,5467,6960,"12-12057-20230309",10,3
"4949680","County","2023/03/10",12,"FL",12057,"Hillsborough County",266133,1205835,5749847,1579348,1338942,717319,900414,874947,217341,65480,38806,8305,8945,"12-12057-20230310",10,3
"4952810","County","2023/03/11",12,"FL",12057,"Hillsborough County",272332,1199636,5873676,1624412,1366802,723807,936691,861934,226160,70118,43671,9695,10386,"12-12057-20230311",10,3
"4957425","County","2023/04/09",12,"FL",12057,"Hillsborough County",290203,1181765,5756428,1645118,1446200,703458,869215,759725,218830,62018,34581,7190,10093,"12-12057-20230409",15,4
"4960669","County","2023/04/10",12,"FL",12057,"Hillsborough County",294389,1177579,5861038,1663094,1429751,703613,909511,838734,214647,54041,32036,5933,9678,"12-12057-20230410",15,4
"4963697","County","2023/04/11",12,"FL",12057,"Hillsborough County",282902,1189066,5774324,1679061,1412513,692817,864434,829315,205043,48578,28095,5639,8829,"12-12057-20230411",15,4
"4966826","County","2023/04/12",12,"FL",12057,"Hillsborough County",275464,1196504,6052274,1780405,1433133,714968,905972,895115,222834,51146,31084,6342,11275,"12-12057-20230412",15,4
"4969967","County","2023/04/13",12,"FL",12057,"Hillsborough County",281307,1190661,5725330,1631470,1348896,685684,881828,862994,216207,52326,30392,5388,10145,"12-12057-20230413",15,4
"4973109","County","2023/04/14",12,"FL",12057,"Hillsborough County",280512,1191456,6006668,1680521,1386514,736779,939308,909990,235430,63103,38233,7081,9709,"12-12057-20230414",15,4
"4976273","County","2023/04/15",12,"FL",12057,"Hillsborough County",287450,1184518,5898313,1656488,1373910,709476,924142,864466,248629,66225,39215,6886,8876,"12-12057-20230415",15,4
"4979395","County","2023/04/02",12,"FL",12057,"Hillsborough County",284008,1187960,5294350,1489337,1299388,645293,824575,732407,191727,60957,32840,6056,11770,"12-12057-20230402",14,4
"4982981","County","2023/04/03",12,"FL",12057,"Hillsborough County",271958,1200010,5708331,1644601,1362260,709556,891600,803208,194100,56131,29338,6476,11061,"12-12057-20230403",14,4
"4985693","County","2023/04/04",12,"FL",12057,"Hillsborough County",269310,1202658,6129430,1814747,1446811,753195,953588,860553,201868,54864,27653,5594,10557,"12-12057-20230404",14,4
"4988829","County","2023/04/05",12,"FL",12057,"Hillsborough County",246733,1225235,5869174,1719986,1384989,728950,907841,837758,199509,52375,23555,4621,9590,"12-12057-20230405",14,4
"4992001","County","2023/04/06",12,"FL",12057,"Hillsborough County",259033,1212935,5853643,1642653,1340513,726581,937531,891858,215583,56431,27044,5439,10010,"12-12057-20230406",14,4
"4995149","County","2023/04/07",12,"FL",12057,"Hillsborough County",262849,1209119,6089460,1693355,1403657,771159,982881,902340,226628,62463,31244,6219,9514,"12-12057-20230407",14,4
"4998267","County","2023/04/08",12,"FL",12057,"Hillsborough County",267146,1204822,6216617,1797182,1453678,764282,977907,872056,231391,69502,33505,6498,10616,"12-12057-20230408",14,4
"5002131","County","2023/04/23",12,"FL",12057,"Hillsborough County",314870,1157098,4937111,1350175,1204983,608135,774321,683416,205537,62194,33224,6935,8191,"12-12057-20230423",17,4
"5005306","County","2023/04/24",12,"FL",12057,"Hillsborough County",289912,1182056,5472523,1515555,1310672,668199,853862,820462,204543,53931,30057,6587,8655,"12-12057-20230424",17,4
"5008390","County","2023/04/25",12,"FL",12057,"Hillsborough County",286726,1185242,5797331,1688328,1386310,688956,874644,857457,209409,48134,28140,6723,9230,"12-12057-20230425",17,4
"5011556","County","2023/04/26",12,"FL",12057,"Hillsborough County",287238,1184730,5791479,1627063,1376069,699321,909457,871235,211500,51440,29991,6858,8545,"12-12057-20230426",17,4
"5014666","County","2023/04/27",12,"FL",12057,"Hillsborough County",299512,1172456,5680234,1664415,1346392,657373,851383,839737,214090,54365,33742,7970,10767,"12-12057-20230427",17,4
"5017864","County","2023/04/28",12,"FL",12057,"Hillsborough County",285866,1186102,5587830,1533117,1314304,674081,876223,855577,213415,62504,39449,9214,9946,"12-12057-20230428",17,4
"5020975","County","2023/04/29",12,"FL",12057,"Hillsborough County",300307,1171661,5777368,1630107,1367100,692556,886525,835461,234267,68832,43498,9453,9569,"12-12057-20230429",17,4
"5024086","County","2023/04/30",12,"FL",12057,"Hillsborough County",310827,1161141,5440315,1588155,1335527,646046,812164,727078,202123,65662,43602,9338,10620,"12-12057-20230430",18,4
"5027256","County","2023/05/01",12,"FL",12057,"Hillsborough County",278761,1193207,5304836,1491707,1259145,629273,840480,798570,200415,47276,24657,5247,8066,"12-12057-20230501",18,5
"5031409","County","2023/05/02",12,"FL",12057,"Hillsborough County",278102,1193866,5957251,1729225,1422516,721360,915884,876820,205071,46962,25777,5369,8267,"12-12057-20230502",18,5
"5033576","County","2023/05/03",12,"FL",12057,"Hillsborough County",305660,1166308,5716440,1618911,1369903,690198,895848,853143,202237,45469,25908,6534,8289,"12-12057-20230503",18,5
"5036641","County","2023/05/04",12,"FL",12057,"Hillsborough County",298517,1173451,5635390,1565988,1329281,679459,886043,870901,211278,49470,28206,6433,8331,"12-12057-20230504",18,5
"5039858","County","2023/05/05",12,"FL",12057,"Hillsborough County",283892,1188076,5911763,1620831,1408458,733301,937891,894547,212491,54159,34449,6653,8983,"12-12057-20230505",18,5
"5042976","County","2023/05/06",12,"FL",12057,"Hillsborough County",311478,1160490,5586845,1550632,1337935,675636,862004,826050,223954,58397,35916,7354,8967,"12-12057-20230506",18,5
"5046049","County","2023/04/16",12,"FL",12057,"Hillsborough County",307169,1164799,5616405,1594890,1348581,680045,853022,784161,230696,70792,36227,7078,10913,"12-12057-20230416",16,4
"5049280","County","2023/04/17",12,"FL",12057,"Hillsborough County",292020,1179948,5825272,1656068,1399569,710405,888860,858704,214556,52717,28505,6027,9861,"12-12057-20230417",16,4
"5052367","County","2023/04/18",12,"FL",12057,"Hillsborough County",273538,1198430,6149577,1796141,1477966,747401,928374,893119,212417,50197,29033,5816,9113,"12-12057-20230418",16,4
"5055725","County","2023/04/19",12,"FL",12057,"Hillsborough County",287971,1183997,5556279,1566286,1338061,674178,872425,826453,197456,43077,24322,5551,8470,"12-12057-20230419",16,4
"5058629","County","2023/04/20",12,"FL",12057,"Hillsborough County",269090,1202878,6031875,1706257,1401961,721871,934613,937046,229208,57375,28914,7353,7277,"12-12057-20230420",16,4
"5061835","County","2023/04/21",12,"FL",12057,"Hillsborough County",284611,1187357,6012388,1682553,1430907,733106,939756,879601,225414,64246,39243,8445,9117,"12-12057-20230421",16,4
"5064918","County","2023/04/22",12,"FL",12057,"Hillsborough County",304739,1167229,5764131,1606341,1382379,686170,881707,832519,250649,69882,37655,7665,9164,"12-12057-20230422",16,4
"5069031","County","2023/05/14",12,"FL",12057,"Hillsborough County",309811,1162157,5913325,1645299,1422789,712578,926810,838947,238834,71423,39583,8296,8766,"12-12057-20230514",20,5
"5072618","County","2023/05/15",12,"FL",12057,"Hillsborough County",297099,1174869,6238524,1777886,1483499,761341,976436,909613,223705,56368,33260,7361,9055,"12-12057-20230515",20,5
"5075503","County","2023/05/16",12,"FL",12057,"Hillsborough County",300072,1171896,5499226,1572735,1318272,666567,848590,813493,193562,44541,26370,6361,8735,"12-12057-20230516",20,5
"5078615","County","2023/05/17",12,"FL",12057,"Hillsborough County",305677,1166291,5466114,1534518,1316153,669128,857494,812710,189212,46454,26150,6177,8118,"12-12057-20230517",20,5
"5081781","County","2023/05/18",12,"FL",12057,"Hillsborough County",289152,1182816,6247431,1727668,1462291,763926,993103,962560,235154,54515,32554,6696,8964,"12-12057-20230518",20,5
"5084908","County","2023/05/19",12,"FL",12057,"Hillsborough County",285546,1186422,5721845,1602262,1359821,705935,902678,846314,205370,51383,31871,7307,8904,"12-12057-20230519",20,5
"5088073","County","2023/05/20",12,"FL",12057,"Hillsborough County",300827,1171141,5798591,1634625,1360278,694582,890821,855396,239649,65700,39998,8892,8650,"12-12057-20230520",20,5
"5093704","County","2023/05/21",12,"FL",12057,"Hillsborough County",306523,1165445,5293244,1500163,1278785,638036,817326,741886,203372,62475,34336,7468,9397,"12-12057-20230521",21,5
"5094374","County","2023/05/22",12,"FL",12057,"Hillsborough County",302464,1169504,5864002,1643092,1373072,718261,914737,882416,225425,57541,33240,7288,8930,"12-12057-20230522",21,5
"5097498","County","2023/05/23",12,"FL",12057,"Hillsborough County",294893,1177075,6168321,1768369,1449496,741133,960447,936130,217853,50242,28669,6773,9209,"12-12057-20230523",21,5
"5100659","County","2023/05/24",12,"FL",12057,"Hillsborough County",298892,1173076,5733691,1602238,1341015,689529,902415,892577,212579,50493,27691,6525,8629,"12-12057-20230524",21,5
"5106532","County","2023/05/25",12,"FL",12057,"Hillsborough County",301127,1170841,5498619,1526352,1295993,668086,860051,849614,203399,49392,29517,7610,8605,"12-12057-20230525",21,5
"5106941","County","2023/05/26",12,"FL",12057,"Hillsborough County",297954,1174014,5384349,1459130,1299860,665471,852007,804967,199838,52346,33872,7897,8961,"12-12057-20230526",21,5
"5112529","County","2023/05/27",12,"FL",12057,"Hillsborough County",315629,1156339,5506976,1484564,1302669,668512,866037,824595,231764,68397,40564,9424,10450,"12-12057-20230527",21,5
"5113196","County","2023/05/28",12,"FL",12057,"Hillsborough County",318079,1153889,5338597,1542138,1301547,639357,811303,728480,196229,62074,37254,9298,10917,"12-12057-20230528",22,5
"5116341","County","2023/05/29",12,"FL",12057,"Hillsborough County",314504,1157464,5152436,1446952,1241158,622707,792022,758759,191305,50226,31833,7779,9695,"12-12057-20230529",22,5
"5119497","County","2023/05/30",12,"FL",12057,"Hillsborough County",299256,1172712,5665987,1565420,1330953,678545,886997,888403,218216,52740,28394,6765,9554,"12-12057-20230530",22,5
"5122626","County","2023/05/31",12,"FL",12057,"Hillsborough County",292103,1179865,5771177,1604683,1352216,680592,897543,904199,226943,55990,31556,7484,9971,"12-12057-20230531",22,5
"5125739","County","2023/06/01",12,"FL",12057,"Hillsborough County",298818,1173150,5181640,1443018,1223116,618720,793045,795889,206131,51265,32490,8101,9865,"12-12057-20230601",22,6
"5128897","County","2023/06/02",12,"FL",12057,"Hillsborough County",295121,1176847,5672287,1567294,1359744,694951,884593,832762,218069,61067,35932,8358,9517,"12-12057-20230602",22,6
"5132022","County","2023/06/03",12,"FL",12057,"Hillsborough County",306336,1165632,5854365,1619903,1398826,732464,909503,832174,236745,68576,38266,8755,9153,"12-12057-20230603",22,6
"5135197","County","2023/05/07",12,"FL",12057,"Hillsborough County",313222,1158746,4948241,1364584,1225764,612088,773789,689401,178582,53736,33353,7717,9227,"12-12057-20230507",19,5
"5138352","County","2023/05/08",12,"FL",12057,"Hillsborough County",295179,1176789,6119526,1747684,1482471,750893,951151,884698,206958,48570,31985,6544,8572,"12-12057-20230508",19,5
"5141483","County","2023/05/09",12,"FL",12057,"Hillsborough County",292124,1179844,6031016,1716007,1460302,737318,940297,888938,202024,45191,26422,5813,8704,"12-12057-20230509",19,5
